frame_id,point_id,x0,y0,x1,y1,dx,dy,magnitude,angle
74,0,2624.0,696.0,2623.765,696.4961,-0.23510742,0.49609375,0.5489849803134615,2.013361
74,1,2685.0,671.0,2679.456,671.08014,-5.5439453,0.08013916,5.544524498366048,3.1271384
74,2,2659.0,719.0,2653.6328,719.4127,-5.3671875,0.41271973,5.383032531282908,3.0648468
75,0,2624.0,697.0,2624.0,697.0,0.0,0.0,0.0,0.0
75,1,2679.0,671.0,2679.0,671.0,0.0,0.0,0.0,0.0
75,2,2673.0,711.0,2673.0,711.0,0.0,0.0,0.0,0.0
76,0,2624.0,697.0,2622.8423,699.07446,-1.1577148,2.074463,2.375647268434293,2.0798213
76,1,2679.0,671.0,2673.0474,670.507,-5.9526367,-0.49298096,5.97301549716776,-3.058964
76,2,2673.0,711.0,2667.138,710.8402,-5.8620605,-0.15979004,5.8642379480894204,-3.114341
77,0,2672.0,670.0,2671.9883,670.04535,-0.01171875,0.04534912,0.046838786123661456,1.8236762
77,1,2625.0,701.0,2625.0,701.0,0.0,0.0,0.0,0.0
77,2,2666.0,710.0,2666.0,710.0,0.0,0.0,0.0,0.0
78,0,2672.0,670.0,2665.9958,669.0514,-6.0041504,-0.9486084,6.07862482859639,-2.9848957
78,1,2625.0,701.0,2619.1812,700.5488,-5.8188477,-0.45117188,5.836312543673199,-3.0642111
78,2,2666.0,710.0,2660.2842,708.9124,-5.7158203,-1.0875854,5.81837124581613,-2.953564
79,0,2666.0,669.0,2666.0,669.0,0.0,0.0,0.0,0.0
79,1,2623.0,733.0,2623.0,733.0,0.0,0.0,0.0,0.0
79,2,2616.0,692.0,2616.0,692.0,0.0,0.0,0.0,0.0
79,3,2661.0,709.0,2661.0,709.0,0.0,0.0,0.0,0.0
80,0,2666.0,669.0,2660.3638,667.8383,-5.6362305,-1.1616821,5.754702361155267,-2.9383292
80,1,2623.0,733.0,2622.7217,740.54553,-0.2783203,7.545532,7.550663466109673,1.6076651
80,2,2616.0,692.0,2610.4673,691.70435,-5.532715,-0.2956543,5.5406087215677156,-3.088206
80,3,2661.0,709.0,2655.7515,708.13306,-5.248535,-0.86694336,5.319653379192729,-2.9778926
81,0,2617.0,727.0,2617.0,727.0,0.0,0.0,0.0,0.0
81,1,2661.0,669.0,2661.0,669.0,0.0,0.0,0.0,0.0
81,2,2657.0,711.0,2657.0,711.0,0.0,0.0,0.0,0.0
81,3,2600.0,676.0,2600.0,676.0,0.0,0.0,0.0,0.0
82,0,2617.0,727.0,2611.6912,724.9223,-5.308838,-2.0776978,5.7009286704468405,-2.7685516
82,1,2661.0,669.0,2656.112,666.92224,-4.8879395,-2.0777588,5.3112177212897596,-2.7396555
82,2,2657.0,711.0,2652.232,709.12006,-4.7680664,-1.8799438,5.125294735403065,-2.7660286
82,3,2600.0,676.0,2594.5325,674.0205,-5.4675293,-1.9794922,5.8148315480811625,-2.7942278
83,0,2623.0,742.0,2623.0,742.0,0.0,0.0,0.0,0.0
83,1,2605.0,698.0,2605.0,698.0,0.0,0.0,0.0,0.0
83,2,2656.0,667.0,2656.0,667.0,0.0,0.0,0.0,0.0
83,3,2663.0,740.0,2663.0,740.0,0.0,0.0,0.0,0.0
